COD_CIVICO,COMUNE,VIA,CIVICO,CIRCOSCRIZIONE,CAP,COORDINATA_X,COORDINATA_Y
79831,Torino,VIA PIER LUIGI PALESTRINA,31,6,10155,7.69022088107257,45.0938348715678
85342,Torino,VIA PIER LUIGI PALESTRINA,32,6,10155,7.6900342416459,45.0940411383404
56416,Torino,VIA PIER LUIGI PALESTRINA,33,6,10155,7.69011962739875,45.0938684207403
81412,Torino,VIA PIER LUIGI PALESTRINA,35,6,10155,7.6898833127666,45.0939467251542
56425,Torino,VIA PIER LUIGI PALESTRINA,37,6,10155,7.68969910340061,45.0940077765832
56431,Torino,VIA PIER LUIGI PALESTRINA,41,6,10155,7.68900794897528,45.0942359046453
81409,Torino,VIA PIER LUIGI PALESTRINA,43,6,10155,7.68881612743393,45.0942990816743
56405,Torino,VIA PIER LUIGI PALESTRINA,44,6,10155,7.68837309977142,45.0945951011096
81411,Torino,VIA PIER LUIGI PALESTRINA,47,6,10155,7.6882610825826,45.094483642403
56414,Torino,VIA PIER LUIGI PALESTRINA,48 scala B,6,10155,7.68802715347285,45.0947605571863
56549,Torino,VIA PIER LUIGI PALESTRINA,49,6,10155,7.68798807711966,45.0945745198752
79719,Torino,CORSO PALERMO,125,6,10154,7.69330663370667,45.0908075875871
59259,Torino,VIA ERRICO PETRELLA,85 scala A,6,10154,7.70856099664688,45.0922120392828
59261,Torino,VIA ERRICO PETRELLA,89,6,10154,7.7089310232909,45.0922553809755
59239,Torino,VIA LUIGI PETTINATI,20,8,10126,7.67367409998123,45.032445544833
59213,Torino,VIA PETTINENGO,5,5,10149,7.65759348962593,45.0943504672459
59225,Torino,VIA PETTINENGO,15,5,10149,7.65766712755444,45.0949274066262
59090,Torino,VIA FRANCESCO PETRARCA,13,8,10126,7.67626797605885,45.0495681077918
59129,Torino,VIA FRANCESCO PETRARCA,14,8,10126,7.67624071616947,45.0494627859908
59130,Torino,VIA FRANCESCO PETRARCA,14 bis,8,10126,7.67632156534169,45.0494469799117
59131,Torino,VIA FRANCESCO PETRARCA,15,8,10126,7.67677898223032,45.0494697268447
59141,Torino,VIA FRANCESCO PETRARCA,18 scala A,8,10126,7.6775003223802,45.0490287988942
59162,Torino,VIA FRANCESCO PETRARCA,21,8,10126,7.67752236803531,45.0492459397924
58287,Torino,VIA PUBLIO ELVIO PERTINACE,29,2,10137,7.6321456755953,45.0373075683462
58263,Torino,VIA PUBLIO ELVIO PERTINACE,36,2,10137,7.63156108805892,45.0368718532724
85767,Torino,VIA PUBLIO ELVIO PERTINACE,38,2,10137,7.63150692338752,45.0367937256377
58269,Torino,VIA PUBLIO ELVIO PERTINACE,41,2,10137,7.63160819843107,45.0365343641999
81709,Torino,VIA PERRERO,12,3,10139,7.64686900638764,45.0667469523549
58151,Torino,VIA PERRERO,13,3,10139,7.64767886002709,45.066525480185
58152,Torino,VIA PERRERO,14,3,10139,7.64672370245372,45.0667663035181
58153,Torino,VIA PERRERO,15,3,10139,7.64747413022499,45.0665530942616
58155,Torino,VIA PERRERO,18,3,10139,7.64643529930617,45.066804689357
58158,Torino,VIA PERRERO,20,3,10139,7.64595465650028,45.0668677553032
58132,Torino,VIA PERRERO,25,3,10139,7.64654906098247,45.0666783208937
58139,Torino,VIA PERRERO,31,3,10139,7.64606101133751,45.0667441800588
58141,Torino,VIA PERRERO,37,3,10139,7.64571930235137,45.066790330662
58216,Torino,VIA EDOARDO PERRONCITO,3,4,10146,7.60649705682208,45.074502107712
136230,Torino,VIA EDOARDO PERRONCITO,9,4,10146,7.60647326658935,45.0748024676643
58222,Torino,VIA EDOARDO PERRONCITO,10,4,10146,7.6066671261171,45.0747717508961
58197,Torino,VIA ETTORE PERRONE,2 bis,1,10122,7.67378192798761,45.0745979734481
57200,Torino,STRADA DEL PASCOLO,37 bis,6,10156,7.72597596786339,45.0979157509618
57201,Torino,STRADA DEL PASCOLO,39,6,10156,7.72601477761618,45.0978691140165
85912,Torino,VIA ROSOLINO PILO,33,4,10145,7.64437016289887,45.0778722347
60084,Torino,VIA ROSOLINO PILO,34 scala A,4,10143,7.64738874343389,45.0777971116151
60085,Torino,VIA ROSOLINO PILO,34 scala B,4,10143,7.64731374629026,45.0778035506319
60089,Torino,VIA ROSOLINO PILO,37,4,10145,7.64410013170845,45.0778732504151
60061,Torino,VIA ROSOLINO PILO,43,4,10145,7.64313844628053,45.0778744272209
82018,Torino,VIA ROSOLINO PILO,45,4,10145,7.64298654893319,45.0778748658822
124749,Torino,VIA ROSOLINO PILO,51 scala B,4,10145,7.64159611054886,45.0778287807126
60095,Torino,VIA ROSOLINO PILO,55 scala B,4,10145,7.64108684319748,45.0777826724925
60097,Torino,VIA ROSOLINO PILO,56,4,10145,7.644527976759,45.0780068927996
60105,Torino,VIA ROSOLINO PILO,60 scala B,4,10145,7.64404690504225,45.0782370897997
60115,Torino,VIA ROSOLINO PILO,82,4,10145,7.64173489191243,45.0780114295757
60122,Torino,VIA PINASCA,2,3,10138,7.65746967035662,45.0740998081414
60126,Torino,VIA PINASCA,6,3,10138,7.65736289795262,45.074137850997
122221,Torino,VIA ANTONIO PIGAFETTA,49 scala B,1,10129,7.65702889787222,45.0561554350852
85840,Torino,VIA FRANCESCO PETRARCA,25,8,10126,7.6778300809171,45.0491374399711
81874,Torino,VIA FRANCESCO PETRARCA,28,8,10126,7.67890009375943,45.0486399994711
133957,Torino,VIA FRANCESCO PETRARCA,29 scala B,8,10126,7.67830609454727,45.0490131108203
59150,Torino,VIA FRANCESCO PETRARCA,36,8,10126,7.6809243941025,45.0479246521773
59154,Torino,VIA FRANCESCO PETRARCA,38,8,10126,7.68100344695935,45.0478967956435
59160,Torino,VIA ERRICO PETRELLA,3,6,10154,7.69871321896754,45.0885296544444
59264,Torino,VIA ERRICO PETRELLA,5,6,10154,7.69883642991621,45.0885682625864
59271,Torino,VIA ERRICO PETRELLA,19,6,10154,7.69984967523582,45.0889005621227
59274,Torino,VIA ERRICO PETRELLA,28,6,10154,7.70185825000825,45.0887633991244
58993,Torino,VIA ILARIONE PETITTI,16,8,10126,7.67285928434145,45.0463491743673
59064,Torino,VIA ILARIONE PETITTI,18 bis,8,10126,7.67335395612917,45.0462857078201
85833,Torino,VIA ILARIONE PETITTI,28 scala B,8,10126,7.67500643378092,45.0459812621721
59117,Torino,VIA ILARIONE PETITTI,31,8,10126,7.67557544887555,45.0461102606614
58198,Torino,VIA ETTORE PERRONE,3,1,10122,7.67365325519758,45.0741780508408
133954,Torino,VIA ETTORE PERRONE,5 scala B,1,10122,7.67348821121111,45.0738064950087
58208,Torino,VIA ETTORE PERRONE,7 bis,1,10122,7.67307396266572,45.0733379660709
58113,Torino,VIA PEROSA,17,3,10139,7.64945522289242,45.0682684044645
81703,Torino,VIA PEROSA,18,3,10139,7.64925258521019,45.0682711476158
58116,Torino,VIA PEROSA,19,3,10139,7.64943586113872,45.0681957023426
58117,Torino,VIA PEROSA,20,3,10139,7.64922633542896,45.0681743202936
58118,Torino,VIA PEROSA,21,3,10139,7.64941260810442,45.0681366638632
58119,Torino,VIA PEROSA,22,3,10139,7.6491916025042,45.0680461205169
58122,Torino,VIA PEROSA,25,3,10139,7.64936230837694,45.0679482923252
58095,Torino,VIA PEROSA,50,3,10139,7.64893405268659,45.0670443827824
58097,Torino,VIA PEROSA,52,3,10139,7.64889230367663,45.0668980873627
58100,Torino,VIA PEROSA,54,3,10139,7.64886215939434,45.0667924641466
81701,Torino,VIA PEROSA,56,3,10139,7.64883979641553,45.0667140282819
58105,Torino,VIA PEROSA,60,3,10139,7.6488092997635,45.0666071946437
58109,Torino,VIA PEROSA,66,3,10139,7.64865535429833,45.0660246425561
58178,Torino,VIA PEROSA,68,3,10139,7.6486388890597,45.0659633167646
58185,Torino,VIA PEROSA,74,3,10139,7.64850413601522,45.0654617823223
58161,Torino,VIA LORENZO PEROSI,11,6,10154,7.70666383440318,45.0968126777798
57202,Torino,STRADA DEL PASCOLO,40,6,10156,7.72631054487497,45.0972492520422
57204,Torino,STRADA DEL PASCOLO,41,6,10156,7.72608185616038,45.0977886219401
57205,Torino,STRADA DEL PASCOLO,41 bis,6,10156,7.72620345186396,45.0976426744268
57207,Torino,STRADA DEL PASCOLO,43 int. 5,6,10156,7.72668435591095,45.0978997256624
81548,Torino,STRADA DEL PASCOLO,43 int. 7 int. B,6,10156,7.72659012395568,45.0981411719033
57211,Torino,STRADA DEL PASCOLO,43 int. 10,6,10156,7.72701172299075,45.0979971013693
81549,Torino,STRADA DEL PASCOLO,43 int. 12,6,10156,7.72717617545535,45.0981696429494
57183,Torino,STRADA DEL PASCOLO,43 int. 14,6,10156,7.72724213535797,45.0981823414181
57187,Torino,STRADA DEL PASCOLO,43 int. 21,6,10156,7.72784900780811,45.0987921643466
57189,Torino,STRADA DEL PASCOLO,43 int. 23,6,10156,7.72788272322174,45.0988192120089
81545,Torino,STRADA DEL PASCOLO,43 int. 26,6,10156,7.72784089564366,45.0987036141904
57194,Torino,STRADA DEL PASCOLO,43 int. 29,6,10156,7.72793944449667,45.0993246596265
57195,Torino,STRADA DEL PASCOLO,43 int. 31,6,10156,7.72780045809952,45.0994112919906
57166,Torino,STRADA DEL PASCOLO,43 int. 32 int. C,6,10156,7.7286627416316,45.0988701529452
57169,Torino,STRADA DEL PASCOLO,43 int. 37,6,10156,7.72808511936319,45.0995211962687
57172,Torino,STRADA DEL PASCOLO,43 int. 45,6,10156,7.72837948472649,45.0999073802457
81541,Torino,STRADA DEL PASCOLO,43 int. 49,6,10156,7.72826946398631,45.0996968833503
85683,Torino,STRADA DEL PASCOLO,43 int. 57,6,10156,7.72850959353002,45.0993180501928
57177,Torino,STRADA DEL PASCOLO,45,6,10156,7.72641516591637,45.0973876860128
57179,Torino,STRADA DEL PASCOLO,47,6,10156,7.72653130457802,45.0972475914011
57155,Torino,STRADA DEL PASCOLO,59 int. 2,6,10156,7.72753231514657,45.0964683551573
81538,Torino,STRADA DEL PASCOLO,59 int. 14,6,10156,7.72821010984521,45.0968947016159
81539,Torino,STRADA DEL PASCOLO,65 int. 1,6,10156,7.72825427894253,45.0960535155361
124735,Torino,VIA PARUZZARO,8 bis,6,10154,7.69645406354823,45.0856951868428
124736,Torino,VIA PARUZZARO,8 ter,6,10154,7.69652264671721,45.0857262605528
60038,Torino,VIA ANTONIO PIGAFETTA,50,1,10129,7.65666014128283,45.0560336604072
60020,Torino,VIA ANTONIO PIGAFETTA,59,1,10129,7.65635387264027,45.0553679585768
59996,Torino,VIA ANTONIO PIGAFETTA,63,1,10129,7.65613782015922,45.0550599949184
60003,Torino,VIA ANTONIO PIGAFETTA,71,1,10129,7.65568936088054,45.0544274275504
60007,Torino,VIA ROSOLINO PILO,2 bis,4,10143,7.65076681435909,45.0772578684292
59978,Torino,VIA ROSOLINO PILO,7,4,10143,7.64975832247115,45.077231040898
59989,Torino,VIA ROSOLINO PILO,21,4,10143,7.64700962545125,45.0776291935764
60077,Torino,VIA ROSOLINO PILO,24,4,10143,7.64823500016703,45.0775874633104
59118,Torino,VIA ILARIONE PETITTI,33,8,10126,7.67579386610571,45.0460822327159
59121,Torino,VIA ILARIONE PETITTI,36,8,10126,7.67592654347785,45.0459558198507
59101,Torino,VIA FRANCESCO PETRARCA,5,8,10126,7.67498627590348,45.0498211715048
59108,Torino,VIA FRANCESCO PETRARCA,9,8,10126,7.67589397452233,45.0496412048898
59033,Torino,CORSO PESCHIERA,355 int. 1,3,10141,7.62477099995762,45.0737414324511
59036,Torino,CORSO PESCHIERA,356,3,10139,7.62770422859266,45.0733597245309
85830,Torino,CORSO PESCHIERA,358,3,10139,7.62742755195478,45.0734667335254
59040,Torino,CORSO PESCHIERA,359,3,10141,7.62454161537389,45.074129534398
59015,Torino,CORSO PESCHIERA,380,3,10139,7.62597840565307,45.0740257769086
58173,Torino,VIA PERRERO,3,3,10139,7.64896200711782,45.066353891749
81714,Torino,VIA PERRERO,5,3,10139,7.64847825400761,45.066418776886
57975,Torino,VIA GIAMBATTISTA PERGOLESI,105 scala B,6,10154,7.7083189204369,45.0956086369683
81678,Torino,VIA GIAMBATTISTA PERGOLESI,105 scala C,6,10154,7.70832706619293,45.0957163265797
57976,Torino,VIA GIAMBATTISTA PERGOLESI,105 scala D,6,10154,7.70834020855934,45.0958904423319
85744,Torino,VIA GIAMBATTISTA PERGOLESI,119,6,10154,7.7094547922041,45.0947637066156
58050,Torino,VIA GIAMBATTISTA PERGOLESI,139 int. 2,6,10154,7.71176740079264,45.0940445135951
58054,Torino,VIA GIAMBATTISTA PERGOLESI,140 int. 14,6,10154,7.71140930333081,45.0931543352986
58056,Torino,VIA GIAMBATTISTA PERGOLESI,140 int. 17,6,10154,7.71171581275496,45.0927329306897
85751,Torino,VIA GIAMBATTISTA PERGOLESI,140 int. 110,6,10154,7.71167694728059,45.0929484073861
58085,Torino,VIA GIAMBATTISTA PERGOLESI,157,6,10154,7.71305411544094,45.093235788417
58092,Torino,VIA GIAMBATTISTA PERGOLESI,171,6,10154,7.71463706249254,45.0925652112085
58093,Torino,VIA GIAMBATTISTA PERGOLESI,173,6,10154,7.71478931414567,45.0925014734088
58062,Torino,VIA GIAMBATTISTA PERGOLESI,174,6,10154,7.71465912523402,45.0922904210784
58064,Torino,VIA GIAMBATTISTA PERGOLESI,176,6,10154,7.71484585359107,45.0922119483824
126920,Torino,VIA PEROSA,3,3,10139,7.64972796351679,45.0693199201065
58067,Torino,VIA PEROSA,4,3,10139,7.64947979205201,45.069109710861
58070,Torino,VIA PEROSA,6,3,10139,7.64942885675506,45.0689218539675
56936,Torino,VIA PARUZZARO,9,6,10154,7.69636562258842,45.0858159255676
56946,Torino,CORSO GIOVANNI PASCOLI,6,1,10134,7.65835855273494,45.0502992967021
56948,Torino,CORSO GIOVANNI PASCOLI,7,1,10134,7.65890981929853,45.0500311550919
56922,Torino,CORSO GIOVANNI PASCOLI,12,1,10134,7.65837218323267,45.0499879052079
87723,Torino,CORSO GIOVANNI PASCOLI,16 scala A,1,10134,7.65832425629555,45.0496403954244
85687,Torino,STRADA DEL PASCOLO,4,6,10156,7.72457418989933,45.0993353531291
57235,Torino,STRADA DEL PASCOLO,6,6,10156,7.72464763725926,45.0992469845422
57241,Torino,STRADA DEL PASCOLO,9 scala B,6,10156,7.72518340910492,45.099250212568
57246,Torino,STRADA DEL PASCOLO,14,6,10156,7.72494072664151,45.098894023991
57217,Torino,STRADA DEL PASCOLO,20,6,10156,7.7251706411189,45.0986177900926
57220,Torino,STRADA DEL PASCOLO,25,6,10156,7.72536695417281,45.0986486249955
81550,Torino,STRADA DEL PASCOLO,29,6,10156,7.7256095004818,45.0983568952338
57227,Torino,STRADA DEL PASCOLO,32,6,10156,7.72586014561003,45.0977900820665
57230,Torino,STRADA DEL PASCOLO,37,6,10156,7.72594128293435,45.0979575009788
56995,Torino,VIA PARMA,75,7,10153,7.69686956738657,45.0743322668596
82000,Torino,VIA ANTONIO PIGAFETTA,7,1,10129,7.65944840036933,45.0597369357056
59966,Torino,VIA ANTONIO PIGAFETTA,9,1,10129,7.65935317538964,45.0596029516616
59971,Torino,VIA ANTONIO PIGAFETTA,13,1,10129,7.65918905737658,45.0593713175949
59973,Torino,VIA ANTONIO PIGAFETTA,15,1,10129,7.65914329450664,45.0593067236567
59941,Torino,VIA ANTONIO PIGAFETTA,17,1,10129,7.65908031749905,45.0592178748314
59945,Torino,VIA ANTONIO PIGAFETTA,19,1,10129,7.65897294363165,45.0590663293723
81997,Torino,VIA ANTONIO PIGAFETTA,22,1,10129,7.65847280531135,45.0586000142119
135738,Torino,VIA ANTONIO PIGAFETTA,24 scala A,1,10129,7.65827182978521,45.0584729063882
135739,Torino,VIA ANTONIO PIGAFETTA,24 scala B,1,10129,7.65825737076561,45.0584280787174
59953,Torino,VIA ANTONIO PIGAFETTA,25,1,10129,7.65857937584825,45.0585104653555
60043,Torino,VIA ANTONIO PIGAFETTA,30,1,10129,7.65811418574832,45.0580935197506
85910,Torino,VIA ANTONIO PIGAFETTA,34,1,10129,7.65779799123218,45.0576484017744
82015,Torino,VIA ANTONIO PIGAFETTA,35,1,10129,7.65792232170807,45.0575830519886
60050,Torino,VIA ANTONIO PIGAFETTA,37,1,10129,7.65782786819174,45.0574495077762
82017,Torino,VIA ANTONIO PIGAFETTA,41 scala B,1,10129,7.65761051152542,45.0570343385973
60031,Torino,VIA ANTONIO PIGAFETTA,46 scala B,1,10129,7.65671656314851,45.0565182144044
122220,Torino,VIA ANTONIO PIGAFETTA,49 scala A,1,10129,7.65706811287784,45.0562119953312
58978,Torino,VIA ILARIONE PETITTI,7,8,10126,7.67101400184221,45.0468575940326
85827,Torino,VIA ILARIONE PETITTI,10,8,10126,7.67188184974063,45.0465533577242
58986,Torino,VIA ILARIONE PETITTI,12,8,10126,7.67215526251616,45.0464942209406
58988,Torino,VIA ILARIONE PETITTI,13,8,10126,7.67188010056586,45.0466668410267
58905,Torino,CORSO PESCHIERA,310,3,10139,7.63185408260064,45.0717564317436
81830,Torino,CORSO PESCHIERA,311 scala A,3,10141,7.62869101862072,45.0724454436709
58947,Torino,CORSO PESCHIERA,321 int. 2,3,10141,7.62732081232364,45.0727472550612
58950,Torino,CORSO PESCHIERA,321 int. 5,3,10141,7.62734420957106,45.0724194766339
81836,Torino,CORSO PESCHIERA,321 int. 7,3,10141,7.6272461661126,45.0722898250581
58955,Torino,CORSO PESCHIERA,325 scala A,3,10141,7.62733451364021,45.0729804479969
58072,Torino,VIA PEROSA,8,3,10139,7.64940876043889,45.0688474328278
58074,Torino,VIA PEROSA,10,3,10139,7.64935675262782,45.0686555124194
58076,Torino,VIA PEROSA,12,3,10139,7.64932851573387,45.068551352199
58111,Torino,VIA PEROSA,14,3,10139,7.64928297176805,45.0683832638331
85757,Torino,VIA PEROSA,16,3,10139,7.64927073501917,45.0683381283198
58017,Torino,VIA GIAMBATTISTA PERGOLESI,6,6,10154,7.69928262086233,45.098816506086
58018,Torino,VIA GIAMBATTISTA PERGOLESI,7,6,10154,7.69918469109546,45.0991831643131
58020,Torino,VIA GIAMBATTISTA PERGOLESI,8,6,10154,7.69941131409189,45.0987618642838
81686,Torino,VIA GIAMBATTISTA PERGOLESI,10,6,10154,7.69955046614326,45.0987027865817
57997,Torino,VIA GIAMBATTISTA PERGOLESI,19,6,10154,7.70017526955949,45.0988171647528
58002,Torino,VIA GIAMBATTISTA PERGOLESI,40,6,10154,7.7022816234389,45.0975445427242
81682,Torino,VIA GIAMBATTISTA PERGOLESI,55 scala C,6,10154,7.70379109369792,45.0977803656582
81683,Torino,VIA GIAMBATTISTA PERGOLESI,60 int. 3,6,10154,7.70380857218127,45.0964052377339
81679,Torino,VIA GIAMBATTISTA PERGOLESI,80,6,10154,7.70594604218149,45.0959890356743
125161,Torino,VIA GIAMBATTISTA PERGOLESI,82 int. 2,6,10154,7.70605927823453,45.0957195833573
57994,Torino,VIA GIAMBATTISTA PERGOLESI,91 scala B,6,10154,7.70703137128741,45.0961539179268
56970,Torino,VIA MODESTO PAROLETTI,15,6,10154,7.71467381345347,45.0914340099091
123676,Torino,VIA ALLA PARROCCHIA,5 int. 3,8,10133,7.68756836097711,45.0289998066224
123679,Torino,VIA ALLA PARROCCHIA,5 int. 11,8,10133,7.68776647943397,45.0288703780107
56979,Torino,VIA ALLA PARROCCHIA,6,8,10133,7.6871398178892,45.0290825129826
56949,Torino,VIA ALLA PARROCCHIA,9,8,10133,7.68713252689896,45.0289849935342
56952,Torino,VIA ALLA PARROCCHIA,10 scala C,8,10133,7.68692654321413,45.0293045208944
56953,Torino,VIA ALLA PARROCCHIA,11,8,10133,7.68698370257107,45.0289093864666
126212,Torino,VIA ALLA PARROCCHIA,16,8,10133,7.68652748363755,45.0290726625798
81501,Torino,VIA ALLA PARROCCHIA,18,8,10133,7.68642509205994,45.0291364778446
56961,Torino,VIA PARUZZARO,1,6,10154,7.69588830549881,45.0856020403421
136849,Torino,VIA PARUZZARO,6,6,10154,7.69628895106624,45.0856203788714
57036,Torino,VIA PARMA,27,7,10152,7.69290975890536,45.0786276576925
59871,Torino,VIA PIETRO PIFFETTI,5 bis,4,10143,7.66586584683366,45.0773840578672
85896,Torino,VIA PIETRO PIFFETTI,9,4,10143,7.66485141976799,45.0773394618934
59844,Torino,VIA PIETRO PIFFETTI,11,4,10143,7.66473421112871,45.0773348057402
122923,Torino,VIA PIETRO PIFFETTI,16 scala A,4,10143,7.66283969809905,45.0774620744372
122941,Torino,VIA PIETRO PIFFETTI,16 scala B,4,10143,7.66296884785266,45.0775882698204
59850,Torino,VIA PIETRO PIFFETTI,19 scala A,4,10143,7.66296142903868,45.0772178333573
59854,Torino,VIA PIETRO PIFFETTI,22,4,10143,7.6615426453212,45.0773203229998
59921,Torino,VIA PIETRO PIFFETTI,35,4,10143,7.65960913044758,45.0771353326405
125836,Torino,VIA PIETRO PIFFETTI,38 scala B,4,10143,7.65935075543701,45.0774469912844
59926,Torino,VIA PIETRO PIFFETTI,40,4,10143,7.65918953816027,45.0772282824565
59928,Torino,VIA PIETRO PIFFETTI,47,4,10143,7.657978570206,45.0770731705245
134550,Torino,VIA PIETRO PIFFETTI,49 scala B,4,10143,7.6573049407515,45.076994767958
59931,Torino,VIA PIETRO PIFFETTI,54,4,10143,7.65708180624744,45.0771476850741
59958,Torino,VIA ANTONIO PIGAFETTA,3 scala A,1,10129,7.65980895562975,45.0600995463225
59803,Torino,VIA PIEDICAVALLO,20,4,10145,7.64209746977915,45.0775270824124
58959,Torino,CORSO PESCHIERA,327 scala B,3,10141,7.62690951317248,45.0731312124601
59047,Torino,CORSO PESCHIERA,333,3,10141,7.62666492710405,45.0733092601995
132353,Torino,CORSO PESCHIERA,336 scala A,3,10139,7.62954557638925,45.0727500906118
132356,Torino,CORSO PESCHIERA,336 scala D,3,10139,7.62966109480746,45.0734253046147
135735,Torino,CORSO PESCHIERA,337 scala A,3,10141,7.62620311658001,45.0734081613283
135736,Torino,CORSO PESCHIERA,337 scala B,3,10141,7.62616791009789,45.0734220955369
81854,Torino,CORSO PESCHIERA,343,3,10141,7.62579739921835,45.0736445982085
59061,Torino,CORSO PESCHIERA,347,3,10141,7.62537362044787,45.0738081451165
59030,Torino,CORSO PESCHIERA,351,3,10141,7.62500227190076,45.0739514557555
58872,Torino,CORSO PESCHIERA,271,3,10141,7.63296290634942,45.070880104903
135732,Torino,CORSO PESCHIERA,272 scala A,3,10139,7.63594257586868,45.0702631022424
135733,Torino,CORSO PESCHIERA,272 scala B,3,10139,7.63589327643487,45.0702763580064
58877,Torino,CORSO PESCHIERA,273,3,10141,7.63275753409562,45.070960345111
85816,Torino,CORSO PESCHIERA,275,3,10141,7.63260104281541,45.0710214744805
58887,Torino,CORSO PESCHIERA,277,3,10141,7.63244976985831,45.0710805777255
58889,Torino,CORSO PESCHIERA,279,3,10141,7.6323227708501,45.0711301866101
58930,Torino,CORSO PESCHIERA,284 scala B,3,10139,7.63450195190856,45.0708264697368
57964,Torino,VIA GIAMBATTISTA PERGOLESI,93 scala B,6,10154,7.70745788057812,45.0959013334963
57969,Torino,VIA GIAMBATTISTA PERGOLESI,96 scala A,6,10154,7.70701043023381,45.0953271525778
57972,Torino,VIA GIAMBATTISTA PERGOLESI,96 scala D,6,10154,7.70739393506537,45.0952619189851
85742,Torino,VIA SILVIO PELLICO,12,8,10125,7.68220689387051,45.0579558811871
57934,Torino,VIA SILVIO PELLICO,16 scala B,8,10125,7.68313988534032,45.0575490434351
