row_id,citydb_address,pg_type,attribute_type,geo_role,status,calculator,method,cim_source,logic
569,citydb.ng2_time_series.value_column_number,integer,integer,GEO-NONE,DEFERRED-SCHEDULES,—,—,—,DEFERRED-SCHEDULES / DEFERRED-WEATHER / POSTSIM depending on series role.
570,citydb.ng2_time_series.decimal_symbol,varchar,text,GEO-NONE,DEFERRED-SCHEDULES,—,—,—,DEFERRED-SCHEDULES / DEFERRED-WEATHER / POSTSIM depending on series role.
571,citydb.ng2_time_series.auth_type,varchar,text,GEO-NONE,DEFERRED-SCHEDULES,—,—,—,DEFERRED-SCHEDULES / DEFERRED-WEATHER / POSTSIM depending on series role.
572,citydb.ng2_time_series.auth_type_codespace,varchar,text,GEO-NONE,DEFERRED-SCHEDULES,—,—,—,DEFERRED-SCHEDULES / DEFERRED-WEATHER / POSTSIM depending on series role.
573,citydb.ng2_time_series.base_url,varchar,text,GEO-NONE,DEFERRED-SCHEDULES,—,—,—,DEFERRED-SCHEDULES / DEFERRED-WEATHER / POSTSIM depending on series role.
574,citydb.ng2_time_series.connection_type,varchar,text,GEO-NONE,DEFERRED-SCHEDULES,—,—,—,DEFERRED-SCHEDULES / DEFERRED-WEATHER / POSTSIM depending on series role.
575,citydb.ng2_time_series.connection_type_codespace,varchar,text,GEO-NONE,DEFERRED-SCHEDULES,—,—,—,DEFERRED-SCHEDULES / DEFERRED-WEATHER / POSTSIM depending on series role.
576,citydb.ng2_time_series.datastream_id,varchar,text,GEO-NONE,DEFERRED-SCHEDULES,—,—,—,DEFERRED-SCHEDULES / DEFERRED-WEATHER / POSTSIM depending on series role.
577,citydb.ng2_time_series.link_to_observation,varchar,text,GEO-NONE,DEFERRED-SCHEDULES,—,—,—,DEFERRED-SCHEDULES / DEFERRED-WEATHER / POSTSIM depending on series role.
578,citydb.ng2_time_series.link_to_sensor_description,varchar,text,GEO-NONE,DEFERRED-SCHEDULES,—,—,—,DEFERRED-SCHEDULES / DEFERRED-WEATHER / POSTSIM depending on series role.
579,citydb.ng2_time_series.mqtt_server,varchar,text,GEO-NONE,DEFERRED-SCHEDULES,—,—,—,DEFERRED-SCHEDULES / DEFERRED-WEATHER / POSTSIM depending on series role.
580,citydb.ng2_time_series.mqtt_topic,varchar,text,GEO-NONE,DEFERRED-SCHEDULES,—,—,—,DEFERRED-SCHEDULES / DEFERRED-WEATHER / POSTSIM depending on series role.
581,citydb.ng2_time_series.observation_id,varchar,text,GEO-NONE,DEFERRED-SCHEDULES,—,—,—,DEFERRED-SCHEDULES / DEFERRED-WEATHER / POSTSIM depending on series role.
582,citydb.ng2_time_series.observation_property,varchar,text,GEO-NONE,DEFERRED-SCHEDULES,—,—,—,DEFERRED-SCHEDULES / DEFERRED-WEATHER / POSTSIM depending on series role.
583,citydb.ng2_time_series.sensor_id,varchar,text,GEO-NONE,DEFERRED-SCHEDULES,—,—,—,DEFERRED-SCHEDULES / DEFERRED-WEATHER / POSTSIM depending on series role.
584,citydb.ng2_time_series.sensor_name,varchar,text,GEO-NONE,DEFERRED-SCHEDULES,—,—,—,DEFERRED-SCHEDULES / DEFERRED-WEATHER / POSTSIM depending on series role.
585,citydb.ng2_urban_function_area.id,bigint,integer,GEO-NONE,SCHEMA,—,—,—,Out of scope for current CIM→CityDB pipeline.
586,citydb.ng2_urban_function_area.type,varchar,text,GEO-NONE,SCHEMA,—,—,—,Out of scope for current CIM→CityDB pipeline.
587,citydb.ng2_urban_function_area.type_codespace,varchar,text,GEO-NONE,SCHEMA,—,—,—,Out of scope for current CIM→CityDB pipeline.
588,citydb.ng2_urban_function_area.code,varchar,text,GEO-NONE,SCHEMA,—,—,—,Out of scope for current CIM→CityDB pipeline.
589,citydb.ng2_urban_function_area.code_codespace,varchar,text,GEO-NONE,SCHEMA,—,—,—,Out of scope for current CIM→CityDB pipeline.
590,citydb.ng2_utl_ntw_connection.id,bigint,fk,GEO-NONE,PLANNED-3,ctdb_utility_connection_calculator,ctdb_from_grid,cim_wizard_project_scenario.grid_id,Fill ng2_utl_ntw_connection.id via ctdb_from_grid from TABULA archetype catalog + component XLS.
591,citydb.ng2_utl_ntw_connection.network_type,varchar,text,GEO-NONE,PLANNED-3,ctdb_utility_connection_calculator,ctdb_from_grid,cim_vector.cim_wizard_project_scenario.grid_id,"When grid_id set, write electricity consumer connection."
592,citydb.ng2_utl_ntw_connection.network_type_codespace,varchar,text,GEO-NONE,PLANNED-3,ctdb_utility_connection_calculator,ctdb_from_grid,cim_wizard_project_scenario.grid_id,Fill ng2_utl_ntw_connection.network_type_codespace via ctdb_from_grid from TABULA archetype catalog + component XLS.
593,citydb.ng2_utl_ntw_connection.connection_status,varchar,text,GEO-NONE,PLANNED-3,ctdb_utility_connection_calculator,ctdb_from_grid,cim_wizard_project_scenario.grid_id,Fill ng2_utl_ntw_connection.connection_status via ctdb_from_grid from TABULA archetype catalog + component XLS.
594,citydb.ng2_utl_ntw_connection.function_in_network,varchar,text,GEO-NONE,PLANNED-3,ctdb_utility_connection_calculator,ctdb_from_grid,cim_wizard_project_scenario.grid_id,Fill ng2_utl_ntw_connection.function_in_network via ctdb_from_grid from TABULA archetype catalog + component XLS.
595,citydb.ng2_utl_ntw_connection.function_in_network_codespace,varchar,text,GEO-NONE,PLANNED-3,ctdb_utility_connection_calculator,ctdb_from_grid,cim_wizard_project_scenario.grid_id,Fill ng2_utl_ntw_connection.function_in_network_codespace via ctdb_from_grid from TABULA archetype catalog + component XLS.
596,citydb.ng2_utl_ntw_connection.usage_in_network,varchar,text,GEO-NONE,PLANNED-3,ctdb_utility_connection_calculator,ctdb_from_grid,cim_wizard_project_scenario.grid_id,Fill ng2_utl_ntw_connection.usage_in_network via ctdb_from_grid from TABULA archetype catalog + component XLS.
597,citydb.ng2_utl_ntw_connection.usage_in_network_codespace,varchar,text,GEO-NONE,PLANNED-3,ctdb_utility_connection_calculator,ctdb_from_grid,cim_wizard_project_scenario.grid_id,Fill ng2_utl_ntw_connection.usage_in_network_codespace via ctdb_from_grid from TABULA archetype catalog + component XLS.
598,citydb.ng2_utl_ntw_connection.network_id,varchar,text,GEO-NONE,PLANNED-3,ctdb_utility_connection_calculator,ctdb_from_grid,cim_wizard_project_scenario.grid_id,Fill ng2_utl_ntw_connection.network_id via ctdb_from_grid from TABULA archetype catalog + component XLS.
599,citydb.ng2_utl_ntw_connection.network_node_id,varchar,text,GEO-NONE,PLANNED-3,ctdb_utility_connection_calculator,ctdb_from_grid,cim_wizard_project_scenario.grid_id,Fill ng2_utl_ntw_connection.network_node_id via ctdb_from_grid from TABULA archetype catalog + component XLS.
600,citydb.ng2_utl_ntw_connection.cityobject_id,bigint,fk,GEO-NONE,PLANNED-3,ctdb_utility_connection_calculator,ctdb_from_grid,cim_wizard_project_scenario.grid_id,Fill ng2_utl_ntw_connection.cityobject_id via ctdb_from_grid from TABULA archetype catalog + component XLS.
601,citydb.ng2_weather_data.id,bigint,fk,GEO-NONE,DEFERRED-WEATHER,—,—,—,DEFERRED-WEATHER: requires EPW/station binding on scenario.
602,citydb.ng2_weather_data.type,varchar,text,GEO-NONE,DEFERRED-WEATHER,—,—,—,DEFERRED-WEATHER: requires EPW/station binding on scenario.
603,citydb.ng2_weather_data.type_codespace,varchar,text,GEO-NONE,DEFERRED-WEATHER,—,—,—,DEFERRED-WEATHER: requires EPW/station binding on scenario.
604,citydb.ng2_weather_data.value_type,varchar,text,GEO-NONE,DEFERRED-WEATHER,—,—,—,DEFERRED-WEATHER: requires EPW/station binding on scenario.
605,citydb.ng2_weather_data.value_type_codespace,varchar,text,GEO-NONE,DEFERRED-WEATHER,—,—,—,DEFERRED-WEATHER: requires EPW/station binding on scenario.
606,citydb.ng2_weather_data.yearly_value,numeric,numeric,GEO-NONE,DEFERRED-WEATHER,—,—,—,DEFERRED-WEATHER: requires EPW/station binding on scenario.
607,citydb.ng2_weather_data.yearly_value_uom,varchar,text,GEO-NONE,DEFERRED-WEATHER,—,—,—,DEFERRED-WEATHER: requires EPW/station binding on scenario.
608,citydb.ng2_weather_data.library_code,varchar,text,GEO-NONE,DEFERRED-WEATHER,—,—,—,DEFERRED-WEATHER: requires EPW/station binding on scenario.
609,citydb.ng2_weather_data.library_code_codespace,varchar,text,GEO-NONE,DEFERRED-WEATHER,—,—,—,DEFERRED-WEATHER: requires EPW/station binding on scenario.
610,citydb.ng2_weather_data.time_series_id,bigint,fk,GEO-NONE,DEFERRED-WEATHER,—,—,—,DEFERRED-WEATHER: requires EPW/station binding on scenario.
611,citydb.ng2_weather_data.cityobject_id,bigint,fk,GEO-NONE,DEFERRED-WEATHER,—,—,—,DEFERRED-WEATHER: requires EPW/station binding on scenario.
612,citydb.ng2_weather_data.position,geometry(PointZ),geometry,GEO-DIRECT,DEFERRED-WEATHER,—,—,—,DEFERRED-WEATHER: requires EPW/station binding on scenario.
613,citydb.cityobject_genericattrib.u_value_w_m2k→realval,numeric,numeric,GEO-NONE,PLANNED-1,building_tabula_archetype_calculator,tabula_extract_surface_u_value,tabula_envelope_json.components + LOD1.2 surface slot,[surface] Per-surface U from archetype component code (Wall/Roof/Floor); replaces coarse TABULA_U_VALUES.
614,citydb.cityobject_genericattrib.thermalZone_volume_m3→realval,numeric,numeric,GEO-NONE,MAPPED,citydb_mapper_calculator,map_scenario_to_citydb,cim_wizard_building_properties.volume,[building] Single-zone mode: copy building volume.
615,citydb.cityobject_genericattrib.thermalZone_floorArea_m2→realval,numeric,numeric,GEO-NONE,MAPPED,citydb_mapper_calculator,map_scenario_to_citydb,cim_wizard_building_properties.area,[building] Single-zone mode: copy footprint area.
616,citydb.cityobject_genericattrib.thermalZone_numberOfFloors→realval,numeric,numeric,GEO-NONE,MAPPED,citydb_mapper_calculator,map_scenario_to_citydb,cim_wizard_building_properties.number_of_floors,[building] Single-zone mode: copy storey count.
617,citydb.cityobject_genericattrib.energySystem_envelopeEfficiency→strval,text,text,GEO-NONE,MAPPED,citydb_mapper_calculator,map_scenario_to_citydb,cim_wizard_building_properties.envelope_efficiency,[building] Copy low/medium/high envelope efficiency label.
618,citydb.cityobject_genericattrib.energySystem_fmuFile→strval,text,text,GEO-NONE,MAPPED,citydb_mapper_calculator,map_scenario_to_citydb,cim_wizard_building_properties.fmu_file,[building] Copy FMU archetype file identifier.
619,citydb.cityobject_genericattrib.thermalZone_count→intval,integer,integer,GEO-NONE,MAPPED,citydb_mapper_calculator,map_scenario_to_citydb,building_surfaces_lod12.thermal_zones[],[building] Multi-zone: count of storey-level thermal zones.
620,citydb.cityobject_genericattrib.tz:{zone_id}:usage→strval,text,text,GEO-NONE,MAPPED,citydb_mapper_calculator,map_scenario_to_citydb,building_surfaces_lod12.thermal_zones[].usage,[building] Multi-zone: per-zone usage type (one zone per building level).
621,citydb.cityobject_genericattrib.tz:{zone_id}:volume_m3→realval,numeric,numeric,GEO-NONE,MAPPED,citydb_mapper_calculator,map_scenario_to_citydb,building_surfaces_lod12.thermal_zones[].volume_m3,[building] Multi-zone: per-zone air volume from LOD1.2 storey slice.
622,citydb.cityobject_genericattrib.tz:{zone_id}:floor_area_m2→realval,numeric,numeric,GEO-NONE,MAPPED,citydb_mapper_calculator,map_scenario_to_citydb,building_surfaces_lod12.thermal_zones[].floor_area_m2,[building] Multi-zone: per-zone floor area.
623,citydb.cityobject_genericattrib.tz:{zone_id}:is_heated→intval,integer,integer,GEO-NONE,MAPPED,citydb_mapper_calculator,map_scenario_to_citydb,building_surfaces_lod12.thermal_zones[].is_heated,[building] Multi-zone: heated flag per storey zone.
624,citydb.cityobject_genericattrib.tz:{zone_id}:is_cooled→intval,integer,integer,GEO-NONE,MAPPED,citydb_mapper_calculator,map_scenario_to_citydb,building_surfaces_lod12.thermal_zones[].is_cooled,[building] Multi-zone: cooled flag per storey zone.
625,citydb.cityobject_genericattrib.tz:{zone_id}:storey_index→intval,integer,integer,GEO-NONE,MAPPED,citydb_mapper_calculator,map_scenario_to_citydb,building_surfaces_lod12.thermal_zones[].storey_index,[building] Multi-zone: storey index links zone to floor surfaces.
626,citydb.cityobject_genericattrib.tz:{zone_id}:apartment_index→intval,integer,integer,GEO-NONE,MAPPED,citydb_mapper_calculator,map_scenario_to_citydb,building_surfaces_lod12.thermal_zones[].apartment_index,[building] Mixed-use: apartment sub-zone index when present.
627,citydb.cityobject_genericattrib.cim_building_id→strval,text,text,GEO-NONE,PLANNED-1,ctdb_attrib_calculator,ctdb_cim_genericattrib_mirror,cim_wizard_building.building_id,[building] Mirror building UUID for round-trip queries.
628,citydb.cityobject_genericattrib.cim_height→realval,numeric,numeric,GEO-NONE,PLANNED-1,ctdb_attrib_calculator,ctdb_cim_genericattrib_mirror,cim_wizard_building_properties.height,[building] Mirror calculated height.
629,citydb.cityobject_genericattrib.cim_area→realval,numeric,numeric,GEO-NONE,PLANNED-1,ctdb_attrib_calculator,ctdb_cim_genericattrib_mirror,cim_wizard_building_properties.area,[building] Mirror footprint area.
630,citydb.cityobject_genericattrib.cim_volume→realval,numeric,numeric,GEO-NONE,PLANNED-1,ctdb_attrib_calculator,ctdb_cim_genericattrib_mirror,cim_wizard_building_properties.volume,[building] Mirror building volume.
631,citydb.cityobject_genericattrib.cim_number_of_floors→realval,numeric,numeric,GEO-NONE,PLANNED-1,ctdb_attrib_calculator,ctdb_cim_genericattrib_mirror,cim_wizard_building_properties.number_of_floors,[building] Mirror storey count.
632,citydb.cityobject_genericattrib.cim_type→strval,text,text,GEO-NONE,PLANNED-1,ctdb_attrib_calculator,ctdb_cim_genericattrib_mirror,cim_wizard_building_properties.type,[building] Mirror OSM-derived usage type.
633,citydb.cityobject_genericattrib.cim_const_period_census→strval,text,text,GEO-NONE,PLANNED-1,ctdb_attrib_calculator,ctdb_cim_genericattrib_mirror,cim_wizard_building_properties.const_period_census,[building] Mirror census construction period band.
634,citydb.cityobject_genericattrib.cim_const_year→intval,integer,integer,GEO-NONE,PLANNED-1,ctdb_attrib_calculator,ctdb_cim_genericattrib_mirror,cim_wizard_building_properties.const_year,[building] Mirror estimated construction year.
635,citydb.cityobject_genericattrib.cim_const_tabula→strval,text,text,GEO-NONE,PLANNED-1,ctdb_attrib_calculator,ctdb_cim_genericattrib_mirror,cim_wizard_building_properties.const_tabula,[building] Mirror TABULA period code TABULA_1…7.
636,citydb.cityobject_genericattrib.cim_n_people→intval,integer,integer,GEO-NONE,PLANNED-1,ctdb_attrib_calculator,ctdb_cim_genericattrib_mirror,cim_wizard_building_properties.n_people,[building] Mirror census-derived population count.
637,citydb.cityobject_genericattrib.cim_n_family→intval,integer,integer,GEO-NONE,PLANNED-1,ctdb_attrib_calculator,ctdb_cim_genericattrib_mirror,cim_wizard_building_properties.n_family,[building] Mirror household count.
638,citydb.cityobject_genericattrib.cim_envelope_efficiency→strval,text,text,GEO-NONE,PLANNED-1,ctdb_attrib_calculator,ctdb_cim_genericattrib_mirror,cim_wizard_building_properties.envelope_efficiency,[building] Mirror envelope efficiency class.
639,citydb.cityobject_genericattrib.cim_fmu_file→strval,text,text,GEO-NONE,PLANNED-1,ctdb_attrib_calculator,ctdb_cim_genericattrib_mirror,cim_wizard_building_properties.fmu_file,[building] Mirror assigned FMU archetype.
640,citydb.cityobject_genericattrib.cim_filter_res→intval,boolean,boolean,GEO-NONE,PLANNED-1,ctdb_attrib_calculator,ctdb_cim_genericattrib_mirror,cim_wizard_building_properties.filter_res,[building] Mirror residential vs non-residential filter flag.
641,citydb.cityobject_genericattrib.cim_z_value→realval,numeric,numeric,GEO-NONE,PLANNED-1,ctdb_attrib_calculator,ctdb_cim_genericattrib_mirror,cim_wizard_building.z_value,[building] Mirror terrain/floor height above sea level.
642,citydb.cityobject_genericattrib.cim_census_id→intval,integer,integer,GEO-NONE,PLANNED-1,ctdb_attrib_calculator,ctdb_cim_genericattrib_mirror,cim_wizard_building.census_id,[building] Mirror census tract link.
643,citydb.cityobject_genericattrib.cim_lod→intval,integer,integer,GEO-NONE,PLANNED-1,ctdb_attrib_calculator,ctdb_cim_genericattrib_mirror,cim_wizard_building.lod,[building] Mirror geometry LOD level.
644,citydb.cityobject_genericattrib.cim_building_geometry_source→strval,text,text,GEO-NONE,PLANNED-1,ctdb_attrib_calculator,ctdb_cim_genericattrib_mirror,cim_wizard_building.building_geometry_source,[building] Mirror footprint source (OSM/census/etc.).
645,citydb.cityobject_genericattrib.cim_pv_ids→strval,text,text,GEO-NONE,PLANNED-1,ctdb_attrib_calculator,ctdb_cim_genericattrib_mirror,cim_wizard_building.pv_ids,[building] Comma-joined PV UUID list for reverse lookup.
646,citydb.cityobject_genericattrib.tabula_period_code→strval,text,text,GEO-NONE,PLANNED-1,building_tabula_archetype_calculator,tabula_extract_genericattrib,tabula_envelope_json.const_tabula,[building] Copy TABULA_1…TABULA_7 period code.
647,citydb.cityobject_genericattrib.tabula_archetype_code→strval,text,text,GEO-NONE,PLANNED-1,building_tabula_archetype_calculator,tabula_extract_genericattrib,TABULA_Codici_costruzioni.Codice ed.,[building] Full archetype code e.g. SFH_05.
648,citydb.cityobject_genericattrib.tabula_u_wall→realval,numeric,numeric,GEO-NONE,PLANNED-1,building_tabula_archetype_calculator,tabula_extract_genericattrib,component Wall_*.Dati.Trasmittanza,[building] Primary wall U-value W/m²K from XLS.
649,citydb.cityobject_genericattrib.tabula_u_wall_2→realval,numeric,numeric,GEO-NONE,PLANNED-1,building_tabula_archetype_calculator,tabula_extract_genericattrib,component Wall_*.Dati.Trasmittanza (Parete2),[building] Secondary wall U when archetype has two wall types.
650,citydb.cityobject_genericattrib.tabula_u_roof→realval,numeric,numeric,GEO-NONE,PLANNED-1,building_tabula_archetype_calculator,tabula_extract_genericattrib,component Roof_*.Dati.Trasmittanza,[building] Roof U-value W/m²K from XLS.
651,citydb.cityobject_genericattrib.tabula_u_ground→realval,numeric,numeric,GEO-NONE,PLANNED-1,building_tabula_archetype_calculator,tabula_extract_genericattrib,component Floor_*.Dati.Trasmittanza (Solaio1),[building] Ground/floor slab U-value W/m²K.
652,citydb.cityobject_genericattrib.tabula_u_ceiling→realval,numeric,numeric,GEO-NONE,PLANNED-1,building_tabula_archetype_calculator,tabula_extract_genericattrib,component Ceiling_*.Dati.Trasmittanza,[building] Attic ceiling U when present in archetype.
653,citydb.cityobject_genericattrib.tabula_g_window→realval,numeric,numeric,GEO-NONE,PLANNED-1,building_tabula_archetype_calculator,tabula_extract_genericattrib,TABULA window typology,[building] Window solar/g-value default.
654,citydb.cityobject_genericattrib.tabula_envelope_class→strval,text,text,GEO-NONE,PLANNED-1,building_tabula_archetype_calculator,tabula_extract_genericattrib,envelope KPI derivation,[building] Derived envelope performance label.
655,citydb.cityobject_genericattrib.tabula_constr_weight→strval,text,text,GEO-NONE,PLANNED-1,building_tabula_archetype_calculator,tabula_extract_genericattrib,archetype epoca,[building] Light/medium/heavy construction weight from period.
656,citydb.cityobject_genericattrib.tabula_glazing_ratio→realval,numeric,numeric,GEO-NONE,PLANNED-3,building_tabula_archetype_calculator,tabula_extract_genericattrib,TABULA defaults,[building] Glazed-to-opaque ratio for tabula_extract_opening.
657,citydb.cityobject_genericattrib.tabula_building_class→strval,text,text,GEO-NONE,PLANNED-1,building_tabula_archetype_calculator,tabula_extract_genericattrib,archetype prefix SFH/MFH/TH/AB,[building] TABULA building class segment.
658,citydb.cityobject_genericattrib.postSim_meanIndoorTemp_C→realval,numeric,numeric,GEO-NONE,POSTSIM,ctdb_postsim_calculator,ctdb_genericattrib_from_outputs,outputs.building_frassinetto3,[building] Mean indoor temperature from simulation.
659,citydb.cityobject_genericattrib.postSim_annualHeating_kWh→realval,numeric,numeric,GEO-NONE,POSTSIM,ctdb_postsim_calculator,ctdb_genericattrib_from_outputs,outputs.heating_frassinetto_hp2,[building] Annual heating energy aggregate.
660,citydb.cityobject_genericattrib.postSim_batterySOC_pct→realval,numeric,numeric,GEO-NONE,POSTSIM,ctdb_postsim_calculator,ctdb_genericattrib_from_outputs,outputs.battery,[building] Battery state-of-charge time series summary.
661,citydb.cityobject_genericattrib.postSim_hpCOP→realval,numeric,numeric,GEO-NONE,POSTSIM,ctdb_postsim_calculator,ctdb_genericattrib_from_outputs,outputs.heating_frassinetto_hp2,[building] Seasonal COP of heat pump.
662,cim_vector.building_surfaces_lod12.surfaces.wall_surfaces[].geometry,json/jsonb,geometry,GEO-DIRECT,MAPPED,citydb_mapper_calculator,map_scenario_to_citydb,cim_wizard_building.building_surfaces_lod12,Wall PolygonZ per orientation.
663,cim_vector.building_surfaces_lod12.surfaces.roof_surface.geometry,json/jsonb,geometry,GEO-DIRECT,MAPPED,citydb_mapper_calculator,map_scenario_to_citydb,cim_wizard_building.building_surfaces_lod12,Roof polygon at building height.
664,cim_vector.building_surfaces_lod12.surfaces.ground_surface.geometry,json/jsonb,geometry,GEO-DIRECT,MAPPED,citydb_mapper_calculator,map_scenario_to_citydb,cim_wizard_building.building_surfaces_lod12,Ground/floor slab at z=0 relative.
665,cim_vector.building_surfaces_lod12.surfaces.floor_surfaces[].geometry,json/jsonb,geometry,GEO-DIRECT,MAPPED,citydb_mapper_calculator,map_scenario_to_citydb,cim_wizard_building.building_surfaces_lod12,Inter-storey floor/ceiling polygons.
666,cim_vector.building_surfaces_lod12.surfaces.wall_surfaces[].properties.area_m2,json/jsonb,numeric,GEO-NONE,PLANNED-1,ctdb_thematic_surface_calculator,ctdb_from_lod12,cim_wizard_building.building_surfaces_lod12,Pre-computed wall area.
667,cim_vector.building_surfaces_lod12.surfaces.wall_surfaces[].properties.azimuth_degrees,json/jsonb,numeric,GEO-NONE,PLANNED-1,ctdb_thematic_surface_calculator,ctdb_from_lod12,cim_wizard_building.building_surfaces_lod12,Wall outward normal azimuth.
668,cim_vector.building_surfaces_lod12.surfaces.wall_surfaces[].tabula.construction_code,json/jsonb,text,GEO-NONE,PLANNED-1,building_tabula_archetype_calculator,tabula_extract_surface_assignment,tabula_envelope_json,Assign Parete1/2/3 construction code to wall by index/area.
669,cim_vector.building_surfaces_lod12.surfaces.wall_surfaces[].tabula.u_value,json/jsonb,numeric,GEO-NONE,PLANNED-1,building_tabula_archetype_calculator,tabula_extract_surface_assignment,component XLS Dati.Trasmittanza,Per-wall U from assigned TABULA component.
670,cim_vector.building_surfaces_lod12.surfaces.roof_surface.tabula.u_value,json/jsonb,numeric,GEO-NONE,PLANNED-1,building_tabula_archetype_calculator,tabula_extract_surface_assignment,Copertura component,Roof U from archetype Copertura slot.
671,cim_vector.building_surfaces_lod12.surfaces.ground_surface.tabula.u_value,json/jsonb,numeric,GEO-NONE,PLANNED-1,building_tabula_archetype_calculator,tabula_extract_surface_assignment,Solaio1 component,Ground slab U from archetype Solaio1 slot.
672,cim_vector.building_surfaces_lod12.thermal_zones[].zone_id,json/jsonb,text,GEO-NONE,PLANNED-1,ctdb_thermal_partition_calculator,ctdb_from_lod12,cim_wizard_building.building_surfaces_lod12,"Thermal zone id (z1, z2, … per level)."
673,cim_vector.building_surfaces_lod12.thermal_zones[].storey_index,json/jsonb,integer,GEO-NONE,PLANNED-1,ctdb_thermal_partition_calculator,ctdb_from_lod12,cim_wizard_building.building_surfaces_lod12,Links zone to building level / floor surfaces.
674,cim_vector.building_surfaces_lod12.metadata.building_height,json/jsonb,numeric,GEO-NONE,CALCULATED,building_geo_lod12_calculator,generate_lod12_surfaces,cim_wizard_building_properties.height,LOD1.2 extrusion height reference.
675,cim_vector.cim_wizard_building.building_id,text,text,GEO-NONE,MAPPED,citydb_mapper_calculator,map_scenario_to_citydb,cim_wizard_building.building_id,Primary key UUID → cityobject.gmlid.
676,cim_vector.cim_wizard_building.building_geometry,geometry,geometry,GEO-DIRECT,CALCULATED,building_geo_calculator,calculate_building_geometry,OSM/census footprint,Footprint polygon; input to LOD1.2 extrusion.
677,cim_vector.cim_wizard_building.building_geometry_source,text,text,GEO-NONE,CALCULATED,building_geo_calculator,calculate_building_geometry,data source tag,"Source label (osm, census, …)."
678,cim_vector.cim_wizard_building.building_surfaces_lod12,json,json,GEO-NONE,CALCULATED,building_geo_lod12_calculator,generate_lod12_surfaces,footprint + height + floors,Semantic walls/roof/ground/floors + thermal_zones JSON.
679,cim_vector.cim_wizard_building.z_value,numeric,numeric,GEO-NONE,CALCULATED,building_z_value_calculator,calculate_z_value,DEM/terrain,Floor height above sea level → ref_point Z and CityJSON terrainHeight.
680,cim_vector.cim_wizard_building.building_name,text,text,GEO-NONE,MAPPED,building_name_calculator,assign_building_names,OSM addr / synthetic,→ cityobject.name.
681,cim_vector.cim_wizard_building.pv_ids,array_uuid,array_uuid,GEO-NONE,CALCULATED,pv_generator_calculator,generate_pv,cim_vector.pv,UUID list linking building to PV roof polygons.
682,cim_vector.cim_wizard_building.census_id,integer,integer,GEO-NONE,CALCULATED,building_construction_year_calculator,assign_construction_period,census tract,Links building to census boundary for period assignment.
683,cim_vector.cim_wizard_building_properties.height,numeric,numeric,GEO-NONE,MAPPED,building_height_calculator,calculate_height,OSM tags / rules,→ building.measured_height.
684,cim_vector.cim_wizard_building_properties.area,numeric,numeric,GEO-NONE,CALCULATED,building_area_calculator,calculate_area,footprint geometry,→ genericattrib cim_area / thermalZone_floorArea_m2.
685,cim_vector.cim_wizard_building_properties.volume,numeric,numeric,GEO-NONE,CALCULATED,building_volume_calculator,calculate_volume,area × height,→ genericattrib cim_volume / thermalZone_volume_m3.
686,cim_vector.cim_wizard_building_properties.number_of_floors,numeric,numeric,GEO-NONE,MAPPED,building_n_floors_calculator,calculate_floors,height + filter_res,→ building.storeys_above_ground; drives LOD1.2 storey count.
687,cim_vector.cim_wizard_building_properties.type,text,text,GEO-NONE,CALCULATED,building_type_calculator,derive_from_filter_res,filter_res boolean,residential/others → ng2_building.type.
688,cim_vector.cim_wizard_building_properties.const_tabula,text,text,GEO-NONE,CALCULATED,building_construction_year_calculator,assign_tabula_period,census period,"TABULA_1…TABULA_7 → U-values, constructions, tabula_* genericattrib."
689,cim_vector.cim_wizard_building_properties.const_period_census,text,text,GEO-NONE,CALCULATED,building_construction_year_calculator,assign_construction_period,census,Census construction period band.
690,cim_vector.cim_wizard_building_properties.const_year,integer,integer,GEO-NONE,CALCULATED,building_construction_year_calculator,assign_construction_year,census,Estimated year → yearOfConstruction genericattrib.
691,cim_vector.cim_wizard_building_properties.envelope_efficiency,text,text,GEO-NONE,MAPPED,envelope_efficiency_calculator,classify_envelope,const_tabula + type,low/medium/high → energySystem_envelopeEfficiency.
692,cim_vector.cim_wizard_building_properties.fmu_file,text,text,GEO-NONE,MAPPED,fmu_assign_calculator,assign_fmu,building type + scenario,HVAC archetype id → ng2_device via ctdb_hvac_calculator.
693,cim_vector.cim_wizard_building_properties.n_people,integer,integer,GEO-NONE,CALCULATED,building_demographic_calculator,distribute_population,census volume,→ cim_n_people genericattrib; ng2_occupants DEFERRED.
694,cim_vector.cim_wizard_building_properties.n_family,integer,integer,GEO-NONE,CALCULATED,building_demographic_calculator,distribute_families,census,→ cim_n_family genericattrib.
695,cim_vector.cim_wizard_building_properties.filter_res,boolean,boolean,GEO-NONE,CALCULATED,building_residential_filter_calculator,calculate_filter_res,area + height + OSM,Residential gate for volume/floors/construction calculators.
696,cim_vector.cim_wizard_building_properties.tabula_type,text,text,GEO-NONE,PLANNED-1,building_tabula_type_calculator,tabula_extract_type_label,const_year + building_type,IT.{USAGE}.{TABULA_PERIOD} label.
697,cim_vector.cim_wizard_building_properties.tabula_archetype_code,text,text,GEO-NONE,PLANNED-1,building_tabula_archetype_calculator,tabula_extract_archetype_catalog,TABULA_Codici_costruzioni.xlsx,Resolve SFH_05 / MFH_05 / TH_05 / AB_05 from tabula_type + floors.
